The South American Crustal Structure Database

	4.1	0	1.59	3.59							
	5	0	0	5.18							
											
53.18S	1.8	0	0.83	0		4.93	-0.4	0	SAC-CS	4	B
63.05W	2.19	0	1.03	0.83		4.93		152.7	79L.3		
	2.65	0	1.35	1.86							
	4.01	0	1.72	3.21							
											
53.33S	2.26	0	3.68	0		5.18	-0.4	0	SAC-CS	2	B
62.85W	3.56	0	1.5	3.68		5.18		152.7	79L.3		
											
53.63S	1.8	0	1.28	0		6.91	-0.5	0	SAC-CS	5	B
62.68W	2.35	0	0.71	1.28		6.91		152.7	79L.3		
	2.85	0	2.62	1.99							
	3.7	0	2.3	4.61							
	5.4	0	0	6.91							
											
53.85S	1.8	0	0.87	0		4.76	-0.5	0	SAC-CS	5	B
62.48W	2.05	0	1.13	0.87		4.76		152.7	79L.3		
	2.4	0	1.15	2							
	3.75	0	1.61	3.15							
	5.8	0	0	4.76							
											
54.02S	1.8	0	0.79	0		2.02	-0.4	0	SAC-CS	3	B
62.33W	2.85	0	1.23	0.79		2.02		241.5	79L.3		
	3.9	0	0	2.02							
											
54.04S	1.8	0	0.44	0		1.21	-0.5	0	SAC-CS	3	B
62.56W	2.3	0	0.77	0.44		1.21		241.5	79L.3		
	3.15	0	0	1.21							
											
54.08S	2.45	0	1.75	0		2.69	-0.4	0	SAC-CS	3	B
62.80W	3.25	0	0.94	1.75		2.69		241.5	79L.3		
	4.55	0	0	2.69							
											
54.18S	2.7	0	2.02	0		2.02	-0.4	0	SAC-CS	2	B
63.03W	4.15	0	0	2.02		2.02		241.5	79L.3		
											
54.47S	2.45	0	0.23	0		3.71	-0.1	0	SAC-CS	4	B
64.07W	3	0	2.13	0.23		3.71		241.5	79L.3		
	4.9	0	1.35	2.36							
	6.2	0	0	3.71							
											
54.97S	4.35	0	0.59	0		1.57	-0.2	0	SAC-CS	3	B
65.31W	5.1	0	0.98	0.59		1.57		241.5	79L.3		
	5.95	0	0	1.57							
											
55.05S	2.7	0	0.29	0		0.29	-0.2	0	SAC-CS	2	B
65.53W	3.38	0	0	0.29		0.29		900	79L.3		
											
55.15S	2	0	0.94	0		2.73	-0.9	0	SAC-CS	3	B
65.28W	4.07	0	1.79	0.94		2.73	MCz	900	91H.4		
	5.25	0	0	2.73							
											
55.27S	2.2	0	1.17	0		1.17	-1.1	0	SAC-CS	2	B
65.43W	6	0	0	1.17		1.17	MCz	900	91H.4		
											
55.22S	2.5	0	1.56	0		3.12	-1.1	0	SAC-CS	3	B
65.73W	6	0	1.56	1.56		3.12	MCz	900	91H.4		
	7.3	0	0	3.12							
											
55.22S	2.5	0	1.07	0		1.07	-1.2	0	SAC-CS	2	B
65.76W	5.91	0	0	1.07		1.07	MCz	900	91H.4		
											
52.82S	4.05	0	0.54	0		0.54	-0.1	0	SAO-FT	2	B
59.42W	5.1	0	0	0.54		0.54		900	79L.3		
											
55.52S	2.03	0	1.37	0		4.22	-2.9	0	SAO-SC	3	B
56.60W	3.51	0	2.85	1.37		4.22	MCz	900	91H.4		
	4.4	0	0	4.22							
											
51.11S	1.86	0	0.88	0		7.15	-2	0	SAO-FA	5	B
52.20W	2.34	0	1.37	0.88		7.15	MCz	14.6	79L.3		
	3.66	0	2.18	2.25							
	5.25	0	1.67	4.43							
	6.2	0	1.05	6.1							
											
50.05S	2.05	0	1.05	0		1.05	-1.4	0	SAO-FA	2	B
54.54W	5.1	0	0	1.05		1.05	MCz	95.3	79L.3		
											
50.13S	2.02	0	1.33	0		3.29	-1.9	0	SAO-FA	4	B
53.22W	3.16	0	1.48	1.33		3.29	MCz	95.3	79L.3		
	3.95	0	0.48	2.81							
	5.25	0	0	3.29							
											
50.20S	2.17	0	1.3	0		4.35	-2.3	0	SAO-FA	5	B
51.72W	2.22	0	0.59	1.3		4.35	MCz	95.3	79L.3		
	3.35	0	1.23	1.89							
	3.86	0	1.23	3.12							
	5	0	0	4.35							
											
50.34S	2.26	0	2.04	0		6.94	-2.8	0	SAO-FA	6	B
49.61W	2.75	0	0.45	2.04		6.94	MCz	95.3	79L.3		
	4.2	0	1.03	2.49							
	4.65	0	1.7	3.52							
	5.35	0	1.72	5.22							
	6.1	0	0	6.94							
											
51.43S	1.76	0	1.09	0		5.24	-2.7	0	SAO-FA	7	B
47.48W	2.72	0	0.9	1.09		5.24	MCz	900	79L.3		
	3.06	0	1.05	1.99							
	4	0	0.17	3.04							
	5.55	0	1.04	3.21							
	5.95	0	0.99	4.25							
	6.6	0	0	5.24							
											
51.14S	2.7	0	3.24	0		3.24	-1.6	0	SAO-FA	1	B
43.32W						3.24	MCz	900	79L.3		
											
52.12S	1.63	0	0.96	0		6.15	-3.8	0	SAO-SG	6	B
40.16W	2.51	0	0.72	0.96		6.15	MCz	900	79L.3		
	3.15	0	1.91	1.68							
	4	0	1.11	3.59							
	5.35	0	1.45	4.7							
	6.9	0	0	6.15							
											
51.83S	1.65	0	1.06	0		5.75	-3.7	0	SAO-SG	5	B
39.52W	2.55	0	1.88	1.06		5.75	MCz	900	79L.3		
	4.85	0	1.47	2.94							
	6	0	1.34	4.41							
	6.95	0	0	5.75							
											
51.08S	1.58	0	0.84	0		6.06	-1.6	0	SAO-FA	6	B
54.23W	2.35	0	0.75	0.84		6.06	MCz	900	91H.4		
	3.45	0	0.96	1.59							
	4.02	0	1.22	2.55							
	4.34	0	2.29	3.77							
	4.6	0	0	6.06							
											
51.10S	1.79	0	0.71	0		7.74	-2	0	SAO-FA	9	B
53.12W	2.05	0	0.48	0.71		7.74	MCz	900	91H.4		
	2.64	0	0.63	1.19							
	2.77	0	0.59	1.82							
	3.68	0	1.77	2.41							
	4.08	0	0.86	4.18							
	4.9	0	0.69	5.04							
	5.35	0	2.01	5.73							
	5.8	0	0	7.74							
											
51.07S	1.83	0	0.7	0		7.67	-2.2	0	SAO-FA	10	B
51.42W	2.07	0	0.41	0.7		7.67	MCz	900	91H.4		
	2.25	0	0.51	1.11							
	2.66	0	0.7	1.62							
	3.32	0	1.1	2.32							
	3.57	0	0.83	3.42							
	4.83	0	1.31	4.25							
	5.1	0	0.69	5.56							
	5.5	0	1.42	6.25							
	6.25	0	0	7.67							
											
51.03S	1.59	0	0.42	0		7.48	-2.5	0	SAO-FA	8	B
50.52W	1.88	0	0.45	0.42		7.48	MCz	900	91H.4		
	2.34	0	1.06	0.87							
	2.93	0	0.73	1.93							
	4.12	0	1.68	2.66							
	4.6	0	0.9	4.34							
	5.7	0	2.24	5.24							
	6.7	0	0	7.48							
											
50.97S	2.27	0	1.92	0		2.4	-2.8	0	SAO-FA	2	B
48.07W	2.42	0	0.48	1.92		2.4	MCz	900	91H.4		
											
50.97S	2.1	0	1.72	0		3.04	-2.8	0	SAO-FA	4	B
47.93W	3.4	0	0.56	1.72		3.04	MCz	900	91H.4		
	4	0	0.76	2.28							
	5.2	0	0	3.04							
											
50.95S	2.12	0	0.64	0		1.65	-2.1	0	SAO-FA	4	B
46.28W	2.35	0	0.62	0.64		1.65	MCz	900	91H.4		
	3	0	0.39	1.26							
	4.05	0	0	1.65							
											
50.95S	1.97	0	0.62	0		1.27	-2.1	0	SAO-FA	2	B
46.13W	2.44	0	0.65	0.62		1.27	MCz	900	91H.4		
											
50.92S	1.6	0	0.46	0		6.55	-1.9	0	SAO-FA	7	B
44.67W	2.71	0	1.47	0.46		6.55	MCz	900	91H.4		
	3.5	0	0.06	1.93							
	4.7	0	1.25	1.99							
	5.6	0	1.21	3.24							
	6.2	0	2.1	4.45							
	6.8	0	0	6.55							
											
50.95S	1.62	0	0.4	0		2.04	-1.4	0	SAO-FA	5	B
42.98W	1.97	0	0.41	0.4		2.04	MCz	900	91H.4		
	2.92	0	0.58	0.81							
	4.35	0	0.65	1.39							
	5.15	0	0	2.04							
											
50.87S	2.5	0	0.98	0		2.21	-2.7	0	SAO-FA	3	B
40.80W	4.52	0	1.23	0.98		2.21	MCz	900	91H.4		
	6.53	0	0	2.21							
											
50.88S	1.57	0	0.82	0		8.59	-4	0	SAO-FA	7	B
39.83W	1.95	0	0.97	0.82		8.59	MCz	900	91H.4		
	2.98	0	0.65	1.79							
	5.6	0	1.75	2.44							
	6.7	0	1.74	4.19							
	7.4	0	2.66	5.93							
	8.1	0	0	8.59							
											
51.53S	1.6	0	0.84	0		3.07	-3.8	0	SAO-SG	4	B
39.87W	1.9	0	0.39	0.84		3.07	MCz	900	91H.4		
	2.93	0	0.57	1.23							
	2.68	0	1.27	1.8							
											
51.62S	1.66	0	0.45	0		2.94	-3.8	0	SAO-SG	4	B
39.97W	1.85	0	0.9	0.45		2.94	MCz	900	91H.4		
	2.53	0	0.68	1.35							
	2.52	0	0.91	2.03							
											
51.68S	1.53	0	0.84	0		4.61	-3.7	0	SAO-SG	7	B
40.07W	2.24	0	0.54	0.84		4.61	MCz	900	91H.4		
	2.07	0	0.52	1.38							
	2.74	0	0.75	1.9							
	3.38	0	0.8	2.65							
	5.3	0	1.16	3.45							
	7.4	0	0	4.61							
											
51.17S	1.88	0	0.77	0		1.55	-1.9	0	SAO-FA	3	B
42.17W	3	0	0.78	0.77		1.55	MCz	900	91H.4		
	4.7	0	0	1.55							
											
51.17S	1.75	0	0.41	0		5.15	-2.8	0	SAO-FA	7	B
47.10W	2.12	0	0.72	0.41		5.15	MCz	900	91H.4		
	2.28	0	0.6	1.13							
	2.6	0	0.55	1.73							
	3.6	0	1.24	2.28							
	5.7	0	1.63	3.52							
	6.8	0	0	5.15							
											
52.10S	1.9	0	1.46	0		3.47	-2.7	0	SAO-FA	4	B
47.48W	3	0	0.37	1.46		3.47	MCz	900	91H.4		
	4.31	0	1.64	1.83							
	4.64	0	0	3.47							
											
52.43S	1.61	0	0.47	0		4.75	-3.9	0	SAO-FA	6	B
47.67W	2.5	0	0.89	0.47		4.75	MCz	900	91H.4		
	2.84	0	0.97	1.36							
	3.05	0	0.53	2.33							
	5.17	0	1.89	2.86							
	6.43	0	0	4.75							
											
52.60S	1.53	0	0.34	0		6.12	-3.6	0	SAO-FA	7	B
50.02W	2.15	0	0.56	0.34		6.12	MCz	900	91H.4		
	2.43	0	1.22	0.9							
	3.44	0	1.38	2.12							
	4.5	0	1.42	3.5							
	5.9	0	1.2	4.92							
	7	0	0	6.12							
											
51.98S	1.79	0	1.09	0		7.79	-2.5	0	SAO-FA	7	B
50.20W	2.16	0	0.52	1.09		7.79	MCz	900	91H.4		
	2.83	0	0.9	1.61							
	3.05	0	0.82	2.51							
	5.5	0	2.11	3.33							
	6.65	0	2.35	5.44							
	7.7	0	0	7.79	m						
											
51.52S	1.63	0	0.76	0		5.61	-2.4	0	SAO-FA	7	B
50.38W	2.46	0	0.81	0.76		5.61	MCz	900	91H.4		
	2.69	0	0.54	1.57							
	3.19	0	0.82	2.11							
	4.5	0	0.86	2.93							
	4.54	0	1.82	3.79							
	6.05	0	0	5.61							
											
50.40S	1.49	0	0.37	0		4.05	-2.2	0	SAO-FA	6	B
50.93W	2.04	0	0.53	0.37		4.05	MCz	900	91H.4		
	2.19	0	1.08	0.9							
	3.14	0	0.67	1.98							
	4.3	0	1.4	2.65							
	4.9	0	0	4.05							
											
50.07S	1.74	0	0.53	0		5.07	-2.1	0	SAO-FA	7	B
52.73W	2.39	0	0.66	0.53		5.07	MCz	900	91H.4		
	2.68	0	0.93	1.19							
	3.89	0	0.9	2.12							
	4.65	0	0.92	3.02							
	5.3	0	1.13	3.94							
	5.95	0	0	5.07							
											
50.58S	1.56	0	0.45	0		8.83	-2	0	SAO-FA	8	B
53.10W	1.76	0	0.43	0.45		8.83	MCz	900	91H.4		
	2.65	0	0.65	0.88							
	3.34	0	2.22	1.53							
	4.37	0	1.09	3.75							
	5	0	2.38	4.84							
	5.8	0	1.61	7.22							
	6.65	0	0	8.83							
											
50.85S	1.72	0	0.74	0		4.22	-1.9	0	SAO-FA	4	B
53.30W	2.33	0	0.86	0.74		4.22	MCz	900	91H.4		
	3.41	0	0.73	1.6							
	4.69	0	1.89	2.33							
											
51.83S	1.6	0	0.31	0		7.1	-1.8	0	SAO-FA	9	B
54.15W	2.08	0	0.52	0.31		7.1	MCz	900	91H.4		
	2.07	0	0.46	0.83							
	2.7	0	0.93	1.29							
	3.24	0	0.61	2.22							
	3.82	0	1.58	2.83							
	4.17	0	1.47	4.41							
	5.02	0	1.22	5.88							
	6.2	0	0	7.1							
											
52.08S	1.63	0	0.53	0		5.54	-1.8	0	SAO-FA	8	B
54.30W	2.18	0	0.75	0.53		5.54	MCz	900	91H.4		
	2.54	0	0.8	1.28							
	3.1	0	0.62	2.08							
	3.26	0	0.79	2.7							
	3.53	0	1.09	3.49							
	4.47	0	0.96	4.58							
	6.35	0	0	5.54							
											
52.35S	1.56	0	0.37	0		4.2	-1.8	0	SAO-FA	7	B
54.48W	2.31	0	0.99	0.37		4.2	MCz	900	91H.4		
	2.49	0	0.56	1.36							
	3.03	0	0.7	1.92							
	3.08	0	0.71	2.62							
	4.37	0	0.87	3.33							
	6.4	0	0	4.2							
											
52.58S	1.63	0	0.37	0		4.08	-2	0	SAO-FA	7	B
54.72W	1.95	0	0.45	0.37		4.08	MCz	900	91H.4		
	2.49	0	0.82	0.82							
	3.16	0	0.59	1.64							
	3.14	0	0.75	2.23							
	4.17	0	1.1	2.98							
	5.55	0	0	4.08							
											
52.83S	1.77	0	0.7	0		3.88	-2.2	0	SAO-FA	4	B
54.97W	2.65	0	0.7	0.7		3.88	MCz	900	91H.4		
	2.91	0	0.59	1.4							
	3.48	0	1.89	1.99							
											
53.02S	1.75	0	0.65	0		6.7	-2.3	0	SAO-FA	9	B
55.20W	2.16	0	0.48	0.65		6.7	MCz	900	91H.4		
	2.87	0	0.7	1.13							
	3.21	0	1.05	1.83							
	3.8	0	0.76	2.88							
	4.5	0	0.48	3.64							
	5.65	0	0.9	4.12							
	6.3	0	1.68	5.02							
	7.1	0	0	6.7							
											
53.25S	1.88	0	0.48	0		5.29	-2.5	0	SAO-FA	6	B
55.52W	2.11	0	0.55	0.48		5.29	MCz	900	91H.4		
	2.02	0	0.67	1.03							
	3.62	0	2.22	1.7							
	5.1	0	1.37	3.92							
	5.9	0	0	5.29							
											
53.52S	1.57	0	0.78	0		3.54	-3.2	0	SAO-FA	4	B
55.75W	2.39	0	2.05	0.78		3.54	MCz	900	91H.4		
	3.8	0	0.71	2.83							
	5.79	0	0	3.54							
											
54.58S	2.4	0	0.49	0		1.15	-0.1	0	SAC-CS	3	B
57.52W	3.5	0	0.66	0.49		1.15		900	91H.4		
	4.65	0	0	1.15							
											
54.43S	2.6	0	0.41	0		1.27	-0.1	0	SAC-CS	4	B
57.60W	3.1	0	0.52	0.41		1.27		900	91H.4		
	3.5	0	0.34	0.93							
	4.2	0	0	1.27							
											
53.48S	2.33	0	1.03	0		3.96	-1.9	0	SAO-FT	5	B
59.00W	3.79	0	0.74	1.03		3.96	MCz	900	91H.4		
	4.78	0	0.8	1.77							
	5.7	0	1.39	2.57							
	7.1	0	0	3.96							
											
53.47S	3	0	1.9	0		1.9	-1.7	0	SAO-FT	2	B
59.32W	6.3	0	0	1.9		1.9	MCz	900	91H.4		
											
53.40S	2.43	0	1.09	0		2.1	-1.4	0	SAO-FT	3	B
59.78W	5.5	0	1.01	1.09		2.1	MCz	900	91H.4		
	6.47	0	0	2.1							
											
53.28S	1.7	0	0.37	0		2.28	-0.6	0	SAC-CS	5	B
61.25W	1.95	0	0.65	0.37		2.28	MCz	900	91H.4		
	2.27	0	0.57	1.02							
	5.25	0	0.69	1.59							
	6.26	0	0	2.28							
											
53.13S	1.7	0	1.11	0		6.94	-0.5	0	SAC-CS	9	B
62.17W	2.35	0	0.46	1.11		6.94		900	91H.4		
	2.7	0	0.53	1.57							
	3.1	0	0.67	2.1							
	4.2	0	0.83	2.77							
	4.88	0	1.23	3.6							
	5.5	0	0.62	4.83							
	6.35	0	1.49	5.45							
	7.2	0	0	6.94							
											
50.90S	4.15	0	0.9	0		0.9	-0.2	0	SAC-CS	2	B
62.05W	5.8	0	0	0.9		0.9		220.2	79L.3		
											
51.47S	1.9	0	0.28	0		2.2	-0.2	0	SAC-CS	4	B
62.60W	4.75	0	0.67	0.28		2.2		220.2	79L.3		
	5.2	0	1.25	0.95							
	6.15	0	0	2.2							
											
52.05S	1.7	0	0.14	0		1	-0.2	0	SAC-CS	3	B
63.23W	1.95	0	0.86	0.14		1		220.2	79L.3		
	5	0	0	1							
											
52.48S	1.98	0	1.28	0		5.54	-0.2	0	SAC-CS	3	B
64.00W	2.28	0	1.51	1.28		5.54		220.2	79L.3		
	4.16	0	2.75	2.79							
											
52.92S	1.92	0	1.26	0		5.44	-0.2	0	SAC-CS	4	B
64.62W	2.53	0	0.96	1.26		5.44		220.2	79L.3		
	3.48	0	1.05	2.22							
	5.4	0	2.17	3.27							
											
53.05S	2.06	0	0.41	0		2.54	-0.1	0	SAC-CS	3	B
65.12W	2.58	0	0.91	0.41		2.54		220.2	79L.3		
	3.7	0	1.22	1.32							
											
53.28S	2.18	0	1.06	0		2.74	-0.1	0	SAC-CS	3	B
65.45W	2.84	0	1.02	1.06		2.74		220.2	79L.3		
	3.32	0	0.66	2.08							
											
53.42S	2.31	0	0.54	0		2.41	-0.1	0	SAC-CS	3	B
65.65W	2.79	0	1.14	0.54		2.41		220.2	79L.3		
	3.35	0	0.73	1.68							
											
53.60S	2	0	0.22	0		3.95	-0.1	0	SAC-CS	5	B
65.90W	2.35	0	0.94	0.22		3.95		220.2	79L.3		
	3.2	0	1.45	1.16							
	4.95	0	1.34	2.61							
	5.9	0	0	3.95							
											
53.75S	2.3	0	0.44	0		2.32	-0.1	0	SAC-CS	4	B
66.15W	2.75	0	0.66	0.44		2.32		220.2	79L.3		
	3.3	0	1.22	1.1							
	4.6	0	0	2.32							
											
53.84S	2.45	0	0.42	0		1.84	-0.1	0	SAC-CS	3	B
66.42W	3.35	0	1.42	0.42		1.84		220.2	79L.3		
	4.9	0	0	1.84							
											
53.73S	2.75	0	0.74	0		3.33	-0.1	0	SAC-CS	4	B
67.13W	3.3	0	1.23	0.74		3.33		305.4	79L.3		
	5.05	0	1.36	1.97							
	5.5	0	0	3.33							
											
53.52S	1.8	0	0.46	0		1.24	-0.1	0	SAC-CS	3	B
67.37W	3	0	0.78	0.46		1.24		305.4	79L.3		
	4.25	0	0	1.24							
											
53.38S	2.1	0	0.31	0		2.4	-0.1	0	SAC-CS	4	B
67.51W	2.45	0	1.35	0.31		2.4		46.6	79L.3		
	4.7	0	0.74	1.66							
	5.85	0	0	2.4							
											
53.27S	2.1	0	0.28	0		1.16	-0.1	0	SAC-CS	3	B
67.32W	2.35	0	0.88	0.28		1.16		46.6	79L.3		
	5.1	0	0	1.16							
											
53.12S	2.1	0	0.88	0		0.88	-0.1	0	SAC-CS	2	B
67.13W	5.45	0	0	0.88		0.88		46.6	79L.3		
											
52.87S	2.15	0	1.21	0		1.9	-0.1	0	SAC-CS	3	B
66.73W	4.15	0	0.69	1.21		1.9		46.6	79L.3		
	4.9	0	0	1.9							
											
52.75S	2.1	0	0.98	0		2.06	-0.1	0	SAC-CS	3	B
66.45W	3.85	0	1.08	0.98		2.06		46.6	79L.3		
	5.05	0	0	2.06							
											
52.63S	1.9	0	0.13	0		2.15	-0.1	0	SAC-CS	4	B
66.18W	2.25	0	1.05	0.13		2.15		46.6	79L.3		
	3.7	0	0.97	1.18							
	5.4	0	0	2.15							
											
52.50S	1.95	0	0.72	0		2.47	-0.1	0	SAC-CS	4	B
65.90W	2.4	0	0.55	0.72		2.47		46.6	79L.3		
	4.3	0	1.2	1.27							
	5.4	0	0	2.47							
											
52.05S	1.74	0	0.61	0		2.48	-0.2	0	SAC-CS	3	B
65.18W	2.35	0	0.7	0.61		2.48		46.6	79L.3		
	2.79	0	1.17	1.31							
											
52.12S	1.9	0	0.27	0		2.84	-0.2	0	SAC-CS	5	B
65.18W	2.25	0	1.09	0.27		2.84		175.5	79L.3		
	3	0	0.77	1.36							
	4.1	0	0.71	2.13							
	5.35	0	0	2.84							
											
52.75S	1.95	0	0.65	0		3.02	-0.1	0	SAC-CS	4	B
65.07W	2.6	0	1.29	0.65		3.02		175.5	79L.3		
	3.7	0	1.08	1.94							
	4.7	0	0	3.02							
											
52.95S	1.85	0	0.44	0		3.89	-0.1	0	SAC-CS	5	B
65.02W	2.25	0	1.38	0.44		3.89		175.5	79L.3		
	3.6	0	0.99	1.82							
	4.6	0	1.08	2.81							
	5.8	0	0	3.89							
											
53.58S	1.9	0	0.44	0		1.54	-0.1	0	SAC-CS	3	B
65.03W	2.35	0	1.1	0.44		1.54		175.5	79L.3		
	3.15	0	0	1.54							
											
54.13S	1.8	0	0.2	0		0.64	-0.1	0	SAC-CS	3	B
64.92W	2.2	0	0.44	0.2		0.64		175.5	79L.3		
	2.8	0	0	0.64							
											
54.27S	1.9	0	0.33	0		2.02	-0.1	0	SAC-CS	3	B
64.90W	2.25	0	1.69	0.33		2.02		175.5	79L.3		
	3.5	0	0	2.02							
											
52.88S	1.58	0	0.25	0		1.6	-0.4	0	SAC-CS	4	B
58.52W	4.05	0	0.74	0.25		1.6		97.1	79L.3		
	5.15	0	0.61	0.99							
	5.95	0	0	1.6							
											
53.00S	1.82	0	0.47	0		0.47	-1	0	SAO-FT	1	B
57.37W						0.47	MCz	97.1	79L.3		
											
52.97S	1.76	0	0.66	0		3.99	-1.1	0	SAO-FT	3	B
57.30W	2.49	0	1.16	0.66		3.99	MCz	97.1	79L.3		
	3.81	0	2.17	1.82							
											
52.92S	2	0	0.76	0		3.34	-1.2	0	SAO-FT	6	B
57.15W	2.35	0	0.38	0.76		3.34	MCz	9.4	79L.3		
	2.8	0	0.48	1.14							
	3.3	0	0.52	1.62							
	3.75	0	1.2	2.14							
	4.3	0	0	3.34							
											
52.38S	2.3	0	1.53	0		4.76	-0.6	0	SAO-FT	6	B
57.00W	3.25	0	0.4	1.53		4.76	MCz	9.4	79L.3		
	3.55	0	1.03	1.93							
	5.05	0	1.09	2.96							
	5.9	0	0.71	4.05							
	6.8	0	0	4.76							
											
51.55S	2	0	0.47	0		1.79	-0.5	0	SAO-FA	4	B
56.78W	2.35	0	0.4	0.47		1.79		9.4	79L.3		
	4.6	0	0.92	0.87							
	5.5	0	0	1.79							
											
51.18S	2	0	0.26	0		1.44	-0.6	0	SAO-FA	4	B
56.35W	4	0	0.26	0.26		1.44	MCz	76.4	79L.3		
	4.5	0	0.92	0.52							
	5.6	0	0	1.44							
											
56.10S	1.7	0	0.43	0		0.43	-4.2	0	SPO-SE	1	B
74.65W						0.43	MCz	900	91H.4		
											
56.23S	1.8	0	0.36	0		2.86	-4.4	0	SPO-SE	4	B
74.22W	4.64	0	0.89	0.36		2.86	MCz	900	91H.4		
	5.9	0	1.61	1.25							
	6.76	0	0	2.86							
											
51.40S	1.91	0	0.86	0		2.89	-3.9	0	SPO-PC	4	B
76.40W	2.72	0	0.57	0.86		2.89	MCz	900	91H.4		
	3.6	0	1.46	1.43							
	5.62	0	0	2.89							
											
53.85S	2.4	0	0.66	0		1.98	-4	0	SPO-PC	4	B
75.37W	3	0	0.62	0.66		1.98	MCz	900	91H.4		
	5.61	0	0.7	1.28							
	7.3	0	0	1.98							
											
52.25S	2	0	0.66	0		1.85	-4	0	SPO-PC	4	B
76.68W	3	0	0.39	0.66		1.85	MCz	900	91H.4		
	5.47	0	0.8	1.05							
	6.45	0	0	1.85							
											
50.75S	1.75	0	0.47	0		1.37	-4	0	SPO-SE	2	B
77.45W	2.7	0	0.9	0.47		1.37	MCz	900	91H.4		
											
50.40S	1.74	0	0.5	0		4.16	-4	0	SPO-SE	5	B
77.23W	2.4	0	1.16	0.5		4.16	MCz	900	91H.4		
	5.42	0	1.07	1.66							
	6.41	0	1.43	2.73							
	7.14	0	0	4.16							
											
50.23S	1.86	0	0.47	0		2.97	-4	0	SPO-SE	5	B
77.27W	2.5	0	0.73	0.47		2.97	MCz	900	91H.4		
	4.1	0	0.99	1.2							
	4.85	0	0.78	2.19							
	6.5	0	0	2.97							
											
50.07S	1.99	0	0.75	0		2.55	-4	0	SPO-SE	2	B
77.10W	3.2	0	1.8	0.75		2.55	MCz	900	91H.4		
											
52.17S	1.8	0	0.14	0		2.59	-0.1	0	SPO-PC	6	B
75.53W	2.1	0	0.44	0.14		2.59		900	91H.4		
	2.7	0	0.74	0.58							
	3.45	0	0.54	1.32							
	4.1	0	0.73	1.86							
	4.8	0	0	2.59							
											
51.17S	5.3	0	0	0		0	-0.1	0	SPO-PC	1	B
75.53W						0		900	91H.4		
											
50.03S	1.58	0	0.43	0		1.16	-4	0	SPO-SE	4	B
77.92W	2.36	0	0.52	0.43		1.16	MCz	900	91H.4		
	5.45	0	0.21	0.95							
	6.63	0	0	1.16							
											
50.13S	1.59	0	0.45	0		1.06	-4	0	SPO-SE	3	B
77.77W	2.02	0	0.3	0.45		1.06	MCz	900	91H.4		
	2.5	0	0.31	0.75							
											
50.22S	1.55	0	0.26	0		3.35	-4	0	SPO-SE	6	B
77.65W	1.91	0	0.38	0.26		3.35	MCz	900	91H.4		
	2.3	0	0.31	0.64							
	3.57	0	0.5	0.95							
	5.6	0	1.9	1.45							
	6.55	0	0	3.35							
											
50.32S	1.94	0	0.32	0		2.31	-4	0	SPO-SE	6	B
77.57W	1.8	0	0.32	0.32		2.31	MCz	900	91H.4		
	2.48	0	0.42	0.64							
	2.86	0	0.5	1.06							
	5.39	0	0.75	1.56							
	6.5	0	0	2.31							
											
51.25S	1.98	0	0.47	0		2.75	-4	0	SPO-PC	6	B
76.65W	2.5	0	0.39	0.47		2.75	MCz	900	91H.4		
	2.75	0	0.43	0.86							
	3.72	0	0.55	1.29							
	3.79	0	0.91	1.84							
	5.45	0	0	2.75							
											
51.33S	1.83	0	0.51	0		1.82	-4	0	SPO-PC	4	B
76.53W	2.53	0	0.4	0.51		1.82	MCz	900	91H.4		
	2.56	0	0.33	0.91							
	3.38	0	0.58	1.24							
											
51.53S	1.8	0	0.19	0		1.93	-0.1	0	SPO-PC	5	B
75.68W	2.35	0	0.28	0.19		1.93		900	91H.4		
	2.85	0	0.44	0.47							
	3.7	0	1.02	0.91							
	4.5	0	0	1.93							
											
51.18S	2.04	0	0.47	0		1.75	-4.8	0	SAO-SG	4	B
37.80W	2.45	0	0.72	0.47		1.75	MCz	900	91H.4		
	3	0	0.56	1.19							
	5.69	0	0	1.75							
											
51.60S	1.8	0	0.13	0		0.13	-0.1	0	SAC-CS	2	B
75.60W	4.36	0	0	0.13		0.13		900	91H.4		
											
50.98S	1.78	0	0.47	0		2.46	-2.6	0	SAC-CS	8	B
49.67W	2.22	0	1.19	0.47		2.46	MCz	900	91H.4		
	2.79	0	0.8	1.66							
	4.32	0	0	2.46							
	4.97	0	0	2.46							
	5.35	0	0	2.46							
	6.43	0	0	2.46							
	7.5	0	0	2.46							
											
51.13S	1.56	0	0.39	0		4.83	-1.1	0	SAO-FA	6	B
55.70W	2.28	0	0.44	0.39		4.83	MCz	76.4	79L.3		
	2.47	0	0.27	0.83							
	3.71	0	0.57	1.1							
	3.76	0	0.86	1.67							
	6.11	0	2.3	2.53							
											
51.10S	1.81	0	0.85	0		7.28	-1.3	0	SAO-FA	6	B
55.00W	2	0	0.27	0.85		7.28	MCz	76.4	79L.3		
	2.95	0	0.76	1.12							
	3.3	0	1.46	1.88							
	4.37	0	2.21	3.34							
	6.32	0	1.73	5.55							
											
50.83S	1.75	0	0.64	0		4.53	-1.5	0	SAO-FA	8	B
54.10W	2.04	0	0.35	0.64		4.53	MCz	76.4	79L.3		
	2.41	0	0.43	0.99							
	3.09	0	0.55	1.42							
	3.18	0	0.63	1.97							
	3.45	0	1.08	2.6							
	4.05	0	0.85	3.68							
	0	0	0	4.53							
											
